@relation kaggle

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric

@data
0.216699,-2.08916,0.424116,-0.457525,0.082961,1.103861,-0.195078,-0.07376,-0.746634,1.272094
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.096956,-0.836835,0.197765,1.217798,-0.44229
-0.277055,-0.251983,-3.203415,1.957926,0.261718,1.809783,0.295677,1.79639,2.371513,1.602019
0.130292,-0.071406,0.214288,0.915742,0.261718,0.024215,0.52218,0.125675,-0.497183,-0.142949
0.562327,-0.29909,0.068476,-0.58926,0.976743,-1.470679,-0.987837,-0.067392,1.186617,-0.726779
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,0.356414,-0.044076,-0.52843,-0.154186,0.473731
0.15498,-0.251983,0.125378,-0.576698,-0.900198,0.231839,0.371178,0.369416,0.594169,0.11849
0.031541,0.446772,0.072032,0.600056,0.261718,0.231839,0.371178,0.447349,0.282354,0.124964
-0.16596,0.007106,-2.172058,-0.165858,0.261718,0.024215,0.673182,0.836104,1.03071,-0.210277
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.474083,-0.723584,-1.16345,1.093072,0.112029
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.474083,-1.403091,1.603615,1.68552,0.531849
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,1.602159,0.220177,-0.781917,-0.341275,1.431077
-0.030178,-0.220579,0.242739,1.988271,0.17234,1.35301,0.333428,0.949102,0.251173,1.131363
0.352481,-0.448263,0.196506,-0.528002,0.976743,-0.10036,-1.705095,-1.288136,0.562987,1.174423
0.364825,0.289748,0.235627,-0.32379,0.17234,0.979286,0.371178,-0.763027,-0.029461,0.796242
0.278418,-0.197025,0.239183,-0.73839,0.261718,0.564038,0.597681,-2.156567,-1.151994,0.274158
0.698109,-0.306942,-0.03466,0.062642,0.976743,0.356414,-0.761334,-0.304997,1.280161,0.93918
0.599358,-0.377602,0.242739,-0.151028,0.976743,1.145386,-0.42158,-0.742543,0.750076,1.456887
-0.412837,-0.707352,0.356544,1.604166,-0.989576,0.605563,-0.006326,1.047383,0.905984,0.696353
0.229043,-0.354049,0.182281,0.210878,0.261718,-0.01731,0.069175,-0.335946,-0.216549,0.059372
0.192011,0.509582,0.079145,1.072093,0.261718,0.688613,0.031425,1.363465,0.594169,0.74291
-0.560964,0.329004,0.296086,0.755571,0.261718,1.394535,0.408929,0.166253,0.750076,1.141381
-0.104241,-0.456114,0.484575,0.143802,0.261718,-0.349509,-0.006326,-0.651213,-0.185368,-0.19645
0.080916,0.014957,0.064919,0.346104,0.17234,-0.474083,0.748682,0.859713,0.032902,-0.693459
-0.215336,0.250492,0.473906,1.187089,0.17234,0.564038,0.106925,-0.025124,1.03071,0.602142
-0.104241,-0.338346,0.384996,-0.096275,0.261718,0.314889,0.673182,0.138179,0.781258,0.037094
0.043885,-0.079257,0.061363,0.565085,0.261718,1.43606,0.144676,-0.215492,-0.466001,1.34381
-0.16596,-0.173471,-2.908234,-1.670024,0.351096,0.688613,0.748682,-0.968266,-0.497183,0.328021
0.031541,0.007106,-0.315616,2.791392,-0.542686,2.72333,0.408929,0.780867,-0.902542,2.311355
-0.252367,0.093469,0.239183,-0.021441,0.17234,2.141982,0.673182,-0.837776,-0.497183,1.622621
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-1.138481,-0.308329,-0.217453,-0.154186,-0.768562
0.241386,0.109171,-0.127126,0.380626,0.17234,0.273364,-2.724356,0.0418,0.095265,-1.48313
-0.104241,-0.055704,0.299642,0.391249,0.17234,0.439463,0.408929,-1.14448,-1.151994,0.287708
0.229043,-0.181323,0.23207,-0.893459,0.261718,-0.640182,-0.044076,0.468027,0.251173,-0.442302
-0.351118,-0.314793,0.573485,1.670018,-0.185173,1.062336,-0.34608,-0.210192,0.874802,1.345426
0.043885,0.69801,0.022242,0.912997,0.261718,0.854712,0.182426,-0.01532,0.251173,0.797484
0.105604,-0.377602,0.260522,0.107578,0.261718,-0.598658,0.031425,0.34804,0.095265,-0.425569
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.598658,-0.232828,0.024618,-0.310094,-0.28479
-0.116585,0.305451,0.036468,-0.41038,0.261718,-0.598658,0.031425,0.681693,1.03071,-0.440217
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.224934,0.182426,1.516071,-0.123005,-0.186082
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.356414,0.55993,0.3633,0.282354,0.127496
0.080916,0.014957,0.064919,0.346104,0.17234,-0.058835,0.144676,0.018308,0.219991,-0.003495
0.216699,-0.189174,0.352988,-2.20129,0.261718,-0.432558,0.333428,0.115521,-0.310094,-0.455262
0.25373,0.219088,0.14316,0.720541,0.261718,0.231839,0.295677,0.183145,0.469443,0.161889
-0.128929,0.211237,0.075589,0.526356,0.261718,1.145386,0.257927,-0.079914,-0.902542,1.230359
-0.091897,0.226939,0.267634,0.024091,0.261718,0.273364,0.484429,-0.707129,-0.840179,0.107086
-0.215336,0.281897,0.107596,0.73922,0.082961,2.100457,0.824183,-1.529216,-1.557353,1.503456
3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.10036,-1.101088,-0.464845,-0.123005,0.721958
0.142636,0.203385,-0.006209,-0.834827,0.261718,1.477585,0.257927,-0.355147,-0.466001,1.305704
0.080916,-0.142067,0.171611,-0.470713,0.261718,0.231839,0.446679,-1.545098,-0.746634,0.083893
-0.030178,0.093469,0.235627,1.206186,0.261718,0.854712,0.220177,0.06638,0.126447,0.779655
-0.00549,0.760819,-0.095119,-0.016936,0.261718,0.024215,0.182426,-0.482066,0.438262,0.040518
0.15498,0.23479,0.210732,0.643738,0.17234,0.231839,0.371178,1.136868,-0.185368,0.123903
0.056229,0.124874,0.136047,0.14974,0.17234,-1.138481,0.748682,0.440477,0.375899,-1.265812
-0.252367,0.062064,0.171611,-0.420108,0.261718,-0.058835,0.069175,-0.077138,0.999528,0.052875
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.349509,0.295677,-2.087992,-0.902542,-0.355409
0.031541,0.171981,0.253409,-0.862994,0.17234,-1.30458,0.069175,-0.001437,0.219991,-1.084744
-0.017834,0.23479,-0.180472,0.621032,0.261718,0.813187,0.52218,-0.334198,0.064084,0.553223
-0.252367,0.093469,0.239183,-0.021441,0.17234,3.844501,0.824183,-1.771366,-1.214356,2.990457
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.564038,0.710932,1.586549,0.469443,0.226444
-0.672058,0.069915,0.395665,1.103662,0.261718,1.311485,0.031425,0.371746,1.217798,1.324461
0.229043,-0.369751,0.484575,0.250174,0.261718,0.937762,0.408929,-0.033725,-0.029461,0.728926
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-3.422347,-5.85764,0.877323,-1.869167,-4.954767
0.31545,-0.989994,0.157386,-2.450289,0.17234,0.854712,0.446679,-0.532507,0.937165,0.619104
-0.017834,-0.330495,0.488131,-0.183313,0.17234,-0.224934,0.371178,-0.85987,-0.216549,-0.287502
0.130292,-0.212727,0.324537,0.386474,0.261718,0.397939,0.748682,0.081408,0.282354,0.070234
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.224934,0.333428,0.453621,0.251173,-0.264211
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.972381,-0.195078,0.104745,-0.123005,-0.669674
0.229043,-1.044953,0.349432,0.84243,0.261718,0.730137,0.333428,1.042315,0.219991,0.596971
-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.647088,0.748682,0.232149,0.843621,0.275521
-0.314087,0.540986,-0.041773,0.882562,0.261718,0.771662,0.484429,0.463561,0.251173,0.534296
0.241386,0.23479,0.121822,1.037988,0.261718,-0.183409,0.031425,1.043422,0.064084,-0.065965
0.105604,0.014957,0.377883,-0.432222,0.261718,0.397939,0.861934,1.535564,2.340331,0.01331
0.068573,0.069915,-0.002652,-1.149827,-1.257711,0.688613,0.106925,0.210307,-1.214356,0.705612
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-1.138481,-0.119577,-1.70279,-0.746634,-0.856227
0.056229,0.054213,0.392108,-0.02896,0.261718,-1.055431,0.182426,0.807913,0.999528,-0.937563
0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.605563,0.257927,-0.362778,-0.43482,0.522241
0.019197,-0.283388,0.214288,0.857677,0.261718,-0.391033,0.106925,1.495199,0.219991,-0.295893
0.043885,-0.173471,0.285416,-0.775121,0.17234,-0.515608,-2.913108,0.975332,0.282354,-1.987251
-3.498799,0.517433,0.374326,-2.368622,-4.922215,-1.719828,-2.799857,-2.222812,-1.432627,-2.76764
0.056229,0.124874,0.136047,0.14974,0.17234,2.598755,0.333428,-1.527139,-1.49499,2.294791
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.474083,0.069175,-1.628429,-0.87136,-0.341256
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.314889,1.050686,0.66055,0.157628,-0.161562
0.142636,-0.291239,-3.210528,-2.167812,0.351096,-0.266459,0.484429,-1.028668,-0.154186,-0.374251
-0.32643,-0.079257,0.239183,0.566935,0.261718,0.439463,0.257927,0.337711,0.687713,0.373228
0.364825,-0.149918,0.107596,-1.108143,0.17234,-0.307984,-2.724356,0.247721,-0.154186,-1.862179
0.019197,0.093469,0.473906,1.897295,0.17234,2.017408,0.069175,0.635272,1.623157,1.922589
-0.22768,0.250492,0.207175,-0.481276,0.261718,-0.847807,-2.611104,-0.614324,0.438262,-2.324494
0.241386,-0.322644,0.310311,0.49055,0.261718,1.145386,0.55993,0.499364,-0.341275,0.819123
-0.00549,-0.283388,0.214288,-2.421913,0.17234,-0.681707,0.144676,-0.841115,0.62535,-0.575716
-3.498799,0.305451,-3.210528,1.101752,-4.922215,1.311485,-0.232828,0.630942,-0.247731,1.511871
0.105604,0.289748,0.171611,-0.220044,0.261718,-0.474083,0.144676,0.555027,0.095265,-0.385173
0.192011,-0.03215,0.249852,-0.418765,0.17234,-0.723232,0.031425,0.042888,0.40708,-0.53814
0.117948,-0.29909,0.473906,-0.204438,0.082961,0.024215,0.484429,-0.137035,0.344717,-0.117211
0.080916,0.313302,0.079145,0.588985,0.261718,-0.557133,1.352689,0.4862,-0.060642,-1.034233
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.937762,0.182426,-0.595452,0.375899,0.857916
0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.723232,-0.044076,0.212423,-0.933723,-0.519865
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.349509,-0.044076,-0.040987,0.219991,-0.173641
1.772024,0.014957,0.335206,-0.08619,-2.687761,-0.474083,1.050686,-1.039579,-2.118619,-0.831936
0.192011,0.242641,0.164499,0.576722,0.261718,0.397939,0.673182,0.868043,0.064084,0.106387
0.352481,0.321153,0.128935,-1.64672,-0.900198,-0.972381,-0.044076,-0.351944,0.126447,-0.75371
-0.091897,0.344707,0.182281,0.722749,0.261718,0.06574,0.295677,0.632631,0.999528,0.021339
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.307984,0.106925,0.456805,-0.310094,-0.207975
0.438888,-0.047852,0.388552,0.873551,-1.078955,0.190314,0.257927,1.456912,0.032902,0.147351
0.229043,-0.008597,0.175168,0.087408,0.17234,-0.349509,0.484429,-0.17472,-0.528364,-0.457046
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,2.55723,-0.119577,-0.910836,-0.310094,2.567768
-0.314087,-0.040001,0.303198,1.37665,0.17234,0.522513,0.597681,-0.153945,0.874802,0.252315
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.024215,-0.42158,-0.990167,-0.43482,0.42527
0.500607,0.140576,0.388552,-0.637358,0.261718,-1.761353,0.446679,-0.223705,-2.898156,-1.687874
0.179667,0.321153,0.242739,0.045844,0.17234,-0.349509,-2.422353,0.051353,-0.185368,-2.019656
0.463576,0.109171,0.224957,-1.411178,0.261718,1.062336,0.295677,-0.491269,0.001721,0.90328
-0.00549,-0.204876,0.32098,-0.694588,0.261718,-0.557133,0.220177,0.208792,-0.123005,-0.499998
0.229043,-0.354049,0.182281,0.210878,0.261718,1.768258,0.220177,-0.587666,-0.372457,1.590277
-0.091897,-0.220579,0.274747,0.567174,-0.185173,1.186911,0.597681,-0.154489,-0.310094,0.832854
0.043885,0.69801,0.022242,0.912997,0.261718,0.522513,0.257927,0.512993,-0.310094,0.448162
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.598658,0.55993,0.020424,0.032902,-0.715507
3.265629,-0.251983,0.125378,-2.12386,0.976743,-0.432558,-1.591843,-0.479755,-0.185368,0.71622
-0.672058,0.069915,0.395665,1.103662,0.261718,1.145386,-3.517115,0.478667,0.687713,-0.290167
0.031541,0.203385,0.086258,0.045008,0.17234,0.190314,-0.308329,0.027549,0.687713,0.482447
0.846235,-0.09496,0.182281,-1.981085,0.61923,-3.256248,-1.705095,-0.803255,1.24898,-2.184377
0.216699,-0.424709,0.306755,-0.043283,0.261718,0.979286,0.106925,-0.564232,0.064084,0.952826
0.080916,0.014957,0.064919,0.346104,0.17234,-0.01731,0.55993,0.616536,0.282354,-0.194328
0.512951,-0.071406,-3.210528,0.755482,0.976743,-0.01731,-1.025587,1.124656,1.311343,0.753712
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.058835,-0.459331,1.056295,0.937165,0.339268
-0.314087,0.540986,-0.041773,0.882562,0.261718,-0.058835,0.295677,0.761141,0.126447,-0.098611
-3.498799,0.329004,0.139604,0.982191,-4.922215,-0.474083,0.333428,1.200337,-2.835793,-0.48329
0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.01731,0.031425,-0.142801,0.001721,0.105929
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.647088,0.408929,0.053935,0.157628,0.469934
-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.598658,0.55993,-0.196873,0.282354,-0.709612
-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.058835,1.012935,-0.177555,-0.185368,-0.45103
0.278418,-0.197025,0.239183,-0.73839,0.261718,-0.266459,-0.081827,-0.481949,0.032902,-0.070172
0.105604,-0.126364,0.388552,-0.425061,0.261718,-0.847807,0.182426,-0.476416,-0.060642,-0.746164
0.019197,0.038511,0.19295,0.323367,0.261718,0.314889,0.257927,-1.059092,-0.715453,0.259355
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.01731,0.333428,0.408441,0.62535,-0.081588
-0.00549,0.054213,0.32098,0.804804,0.17234,-0.474083,0.182426,0.906718,1.747883,-0.372985
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,2.058932,0.144676,-0.882664,0.001721,1.907629
0.401857,-0.29909,0.328093,0.432395,-1.257711,0.107265,-0.497081,0.446709,-0.247731,0.522747
-0.881904,-1.947839,0.217845,2.046336,0.17234,1.934358,0.371178,-0.133734,1.093072,1.656533
0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.930856,0.220177,0.378677,0.126447,-0.839663
-3.498799,0.611647,0.064919,0.455102,-4.922215,-0.723232,0.748682,1.0913,-1.682078,-0.903688
-0.178304,-0.620989,0.32098,0.699028,0.261718,0.688613,0.635431,-0.629856,0.40708,0.374879
-0.38815,0.321153,0.107596,0.886232,0.351096,-0.058835,0.069175,0.88509,0.095265,0.040891
0.15498,-0.322644,0.175168,0.126526,0.17234,1.186911,0.257927,-0.213318,0.064084,1.028978
0.031541,-2.426761,0.37077,0.77977,0.17234,0.314889,0.710932,0.626554,0.656532,0.011188
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.432558,0.220177,0.874605,0.18881,-0.384896
-0.030178,-0.189174,0.242739,-0.408799,0.261718,0.024215,-0.044076,-2.180836,-1.183175,0.197994
-3.498799,0.007106,0.342319,-0.318002,-4.922215,-0.307984,1.352689,-1.545545,-0.123005,-0.828754
0.512951,-0.306942,0.061363,1.371548,0.976743,-1.22153,-1.063338,0.740173,0.375899,-0.41091
0.389513,0.462474,0.136047,0.011679,-0.900198,0.522513,0.597681,0.663404,-0.060642,0.24619
0.241386,-0.43256,0.349432,-1.029281,0.261718,-0.349509,0.106925,-1.634895,-0.840179,-0.255424
0.130292,-0.314793,0.417003,1.051058,0.082961,1.311485,0.333428,-0.093311,-0.154186,1.117162
0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.806282,0.484429,-0.643563,0.126447,-0.843461
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.605563,0.106925,-0.147558,0.001721,0.610653
-0.141273,0.250492,0.406334,1.250286,-2.687761,0.896237,-0.195078,2.277718,1.342524,1.073679
0.4142,-0.471816,0.239183,1.018385,0.887365,-0.10036,-0.987837,1.340226,1.186617,0.682406
0.266074,0.164129,0.118265,0.320234,0.261718,0.231839,0.861934,-0.324723,-0.216549,-0.135378
0.192011,-0.03215,0.452567,-0.877078,0.261718,0.14879,0.371178,-0.884004,-0.310094,0.054008
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.847807,0.710932,-0.283931,0.313536,-0.995524
-0.128929,0.211237,0.075589,0.526356,0.261718,1.186911,0.333428,-0.398405,-0.715453,1.002686
0.130292,-0.071406,0.214288,0.915742,0.261718,0.647088,-0.459331,-0.337868,-0.65309,1.006484
0.303106,-0.354049,0.306755,-0.918463,0.17234,0.14879,0.257927,-0.075158,-0.091823,0.118816
0.204355,0.038511,0.036468,0.655644,0.17234,-0.391033,0.748682,0.741862,0.438262,-0.620007
0.117948,0.171981,0.217845,1.738109,0.261718,1.228436,-0.270579,1.010377,-0.091823,1.42857
0.056229,0.187683,-0.031104,-0.958476,0.261718,-0.432558,0.824183,-1.110135,-0.528364,-0.6859
-0.017834,-0.330495,0.488131,-0.183313,0.17234,-1.138481,0.220177,-0.460612,-0.403638,-1.0304
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.515608,-0.232828,1.418683,1.810246,-0.206118
0.266074,-0.16562,0.32098,0.483299,0.17234,0.314889,0.182426,1.461688,0.126447,0.320064
0.068573,-0.197025,0.032912,0.615571,0.082961,0.273364,0.220177,0.602324,0.095265,0.254147
0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.813187,0.861934,0.167515,0.344717,0.376844
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.01731,0.371178,-0.419839,-0.559546,-0.096898
0.648733,0.242641,-0.045329,-0.444157,0.261718,1.145386,0.408929,-0.366797,-0.123005,0.910585
0.031541,0.36826,-0.027547,0.237135,0.17234,0.190314,0.257927,-0.071974,0.064084,0.150268
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.439463,0.144676,-0.667852,-1.120812,0.440628
0.09326,0.2976,-0.013322,0.1091,0.261718,2.764855,0.899684,-2.262594,-2.118619,2.002912
-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-0.432558,0.333428,-0.056228,0.40708,-0.436841
0.006853,-0.055704,0.335206,1.778897,0.261718,0.896237,-0.459331,0.380658,0.40708,1.254566
0.364825,0.195534,0.175168,-0.027618,0.261718,0.107265,0.597681,-0.320472,0.500624,-0.110786
0.080916,-0.126364,0.360101,-0.587947,0.261718,-0.058835,0.371178,0.210928,-0.590727,-0.140996
1.043737,-0.401156,0.473906,0.506215,0.261718,-0.183409,0.257927,-0.336256,-1.276719,-0.185853
-0.141273,-0.055704,0.207175,0.246982,0.261718,-0.141884,0.748682,0.611895,0.40708,-0.388548
0.080916,0.203385,0.249852,-0.423061,0.261718,-1.30458,0.673182,0.259855,0.313536,-1.375695
-0.079554,0.187683,0.335206,0.745008,0.17234,-0.266459,0.220177,1.254293,1.934972,-0.24103
0.043885,0.407516,0.047137,0.460921,0.261718,-0.515608,0.069175,0.788323,-0.154186,-0.388247
-0.178304,0.014957,0.264078,0.582361,0.17234,0.439463,0.144676,1.025657,0.126447,0.442665
-0.178304,0.902141,-0.041773,0.593103,0.261718,0.06574,0.371178,0.623311,0.157628,-0.020493
0.117948,-0.220579,0.367214,0.914608,0.261718,1.020811,0.371178,0.170991,0.126447,0.824234
0.426544,-0.055704,-0.08445,0.139087,0.976743,-0.889332,-0.459331,-0.603878,0.999528,-0.453827
0.278418,-0.197025,0.239183,-0.73839,0.261718,0.273364,0.446679,-1.496424,-0.247731,0.118069
0.080916,0.203385,0.310311,0.26951,0.261718,0.107265,0.899684,-0.458709,0.064084,-0.266285
0.204355,-0.354049,0.32098,0.410166,-0.989576,0.14879,0.408929,0.461931,-0.029461,0.026787
0.426544,7.293004,0.19295,-1.533156,-0.989576,-0.598658,0.144676,0.241896,0.718895,-0.500926
0.599358,-2.426761,0.011573,0.54026,0.976743,-1.30458,-1.516343,0.82527,1.934972,-0.241681
0.377169,0.022808,0.139604,1.070691,0.976743,-0.266459,-0.610333,-0.304124,0.500624,0.244166
-0.017834,0.132725,0.125378,1.357345,0.261718,0.688613,0.484429,0.862082,0.001721,0.47038
0.019197,0.077766,0.349432,-0.356523,0.261718,-0.598658,0.295677,-0.667192,0.656532,-0.574426
-0.128929,-0.040001,0.057807,0.557894,0.261718,-1.429155,0.597681,0.74194,0.656532,-1.420274
0.105604,0.014957,0.377883,-0.432222,0.261718,-1.055431,0.220177,0.290939,1.217798,-0.954995
0.031541,0.203385,0.086258,0.045008,0.17234,-0.557133,0.484429,-0.13719,0.001721,-0.636823
0.068573,-0.087108,0.470349,-0.099617,0.17234,-0.640182,0.52218,-0.419703,-0.559546,-0.732698
0.266074,-0.134216,0.214288,-0.229323,0.261718,-0.681707,-2.724356,0.094727,-0.154186,-2.2708
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.266459,-1.516343,-1.086234,0.531806,0.843968
0.266074,0.580242,0.114709,-0.165469,0.261718,0.522513,0.710932,-0.27968,0.126447,0.191834
0.167323,0.226939,0.239183,-0.094813,0.17234,0.024215,0.446679,0.265427,-0.372457,-0.097526
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.141884,-0.270579,-2.160974,-2.149801,0.119624
0.204355,-0.134216,0.043581,-0.654873,0.261718,1.726734,0.824183,-2.10898,-1.151994,1.18156
-0.202992,-0.377602,0.434785,0.244803,-0.721442,-1.096956,0.031425,2.137228,1.061891,-0.88669
-0.104241,-0.338346,0.384996,-0.096275,0.261718,-0.183409,0.635431,0.324062,0.937165,-0.383943
0.006853,-0.267686,0.40989,0.565443,0.17234,1.062336,0.144676,0.121559,0.095265,1.010607
-3.461768,-0.204876,-3.210528,-3.441837,-3.045274,-1.30458,0.597681,1.374824,-2.742249,-1.345352
4.462983,-0.181323,0.306755,-2.963951,0.261718,-1.512204,-0.044076,1.79575,-3.365878,-1.245945
0.624046,-2.426761,0.178724,0.711352,1.066121,-0.474083,-0.987837,0.591606,1.747883,0.274351
-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.605563,0.484429,0.95316,-1.806804,0.417434
0.241386,0.109171,-0.127126,0.380626,0.17234,0.273364,0.220177,0.374037,0.843621,0.246239
-0.277055,-0.251983,-3.203415,1.957926,0.261718,0.647088,0.52218,0.900369,1.155435,0.400291
0.266074,0.164129,0.118265,0.320234,0.261718,-0.640182,0.295677,-0.395318,-0.964905,-0.624299
0.266074,0.580242,0.114709,-0.165469,0.261718,0.273364,0.408929,-0.575493,-0.029461,0.136187
0.068573,-0.181323,-3.210528,-0.294311,-1.168333,0.647088,0.295677,0.352467,-0.216549,0.53203
-0.017834,-0.275537,0.388552,0.949727,0.261718,-0.640182,-0.081827,1.615866,0.219991,-0.420181
0.31545,0.517433,-0.002652,-2.543473,0.261718,-0.349509,0.257927,0.169554,-0.590727,-0.335554
0.229043,0.124874,0.182281,0.686496,0.261718,0.273364,0.257927,0.530681,-0.123005,0.227132
0.105604,0.014957,0.377883,-0.432222,0.261718,-1.180006,0.220177,-0.680802,-0.123005,-1.061514
0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.307984,0.597681,-0.4218,-0.497183,-0.473898
0.167323,0.313302,0.168055,-0.383198,0.261718,0.273364,0.220177,0.576055,-0.060642,0.251338
0.512951,-0.008597,-0.045329,-1.738144,-1.525845,0.024215,0.899684,1.627399,0.500624,-0.337194
0.068573,0.148427,0.111153,0.179577,0.261718,-0.141884,0.144676,-0.144451,-0.278912,-0.084771
0.15498,-0.471816,0.50947,1.205082,0.261718,0.273364,0.144676,1.305394,0.40708,0.298064
1.37702,-0.063555,0.349432,0.40572,0.17234,-0.930856,0.484429,-2.576658,-2.305708,-0.968738
0.142636,-0.244132,-3.206971,0.165524,0.887365,0.356414,-0.987837,0.282474,1.373706,1.108868
-0.042522,0.007106,0.264078,-0.162546,0.17234,-1.055431,0.106925,0.680858,0.781258,-0.901193
-0.128929,-0.040001,0.057807,0.557894,0.261718,-0.10036,0.031425,0.802477,1.903791,0.049173
0.57467,0.085618,0.310311,-2.167514,0.261718,0.273364,1.050686,-2.731477,-1.432627,-0.201139
-0.301743,0.171981,0.285416,0.684706,0.17234,4.550423,-0.081827,1.114909,0.594169,4.382016
0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.10036,3.579963,-1.882596,-1.276719,-1.182246
-0.351118,-0.244132,0.594823,1.592678,0.797987,0.605563,-0.006326,0.919863,1.934972,0.754495
-0.030178,-0.063555,0.285416,-1.278877,0.17234,-1.470679,0.748682,-1.719449,-2.118619,-1.552845
0.624046,0.007106,0.114709,-0.350674,0.887365,-2.425751,1.616942,-2.689908,-1.370264,-2.210513
-0.017834,-2.426761,0.278304,0.506662,0.17234,-0.266459,0.257927,0.461911,-0.216549,-0.260305
0.080916,0.164129,0.19295,0.819007,0.261718,0.06574,0.55993,1.077632,0.064084,-0.130159
0.068573,-0.652394,0.395665,1.220985,0.261718,0.522513,0.220177,0.809583,0.438262,0.468861
-0.042522,0.2976,0.079145,1.500568,0.351096,1.103861,0.484429,0.610225,0.282354,0.823414
0.204355,-0.126364,0.335206,0.483538,-1.257711,-0.307984,0.408929,1.328537,0.001721,-0.381628
-0.042522,0.007106,0.264078,-0.162546,0.17234,-0.224934,0.220177,-0.252809,0.750076,-0.201019
0.056229,0.007106,0.406334,0.455401,0.261718,-0.681707,0.673182,-0.803896,-0.060642,-0.833588
0.15498,0.336855,0.068476,0.021525,0.261718,-0.266459,0.295677,-0.199552,-0.123005,-0.275435
-0.042522,0.140576,0.089814,0.07231,0.261718,1.186911,0.106925,-1.67223,-0.746634,1.135799
0.142636,-0.330495,0.299642,0.418282,0.17234,-0.01731,-2.837607,0.346195,0.126447,-1.839311
0.192011,0.226939,0.118265,-0.472443,0.17234,0.273364,0.333428,-1.086545,-1.183175,0.190098
-0.252367,0.281897,0.146717,-0.082938,0.261718,1.228436,0.220177,-0.661173,-0.310094,1.091412
0.303106,-0.354049,0.306755,-0.918463,0.17234,1.519109,0.748682,-1.006457,-0.123005,1.030401
0.599358,-0.377602,0.242739,-0.151028,0.976743,-0.01731,-0.723584,-0.531575,0.905984,0.535574
0.080916,0.313302,0.079145,0.588985,0.261718,-0.141884,0.257927,0.880721,0.18881,-0.124239
-0.06721,0.462474,0.10404,0.463129,0.261718,-0.01731,0.52218,0.618904,0.064084,-0.16847
0.105604,0.014957,0.377883,-0.432222,0.261718,-1.013906,0.220177,-0.373398,0.375899,-0.917985
-0.351118,-0.314793,0.573485,1.670018,-0.185173,0.564038,-1.214339,0.09663,1.093072,1.48365
-0.06721,0.462474,0.10404,0.463129,0.261718,0.231839,0.975185,0.542563,0.40708,-0.195642
0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.346105,-1.176589,-0.674531,0.656532,-0.481903
-0.030178,-0.220579,0.242739,1.988271,0.17234,1.26996,0.144676,1.275592,0.469443,1.194363
0.648733,0.242641,-0.045329,-0.444157,0.261718,0.356414,0.710932,-0.65597,-0.684271,0.054803
