@relation train

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute class {0,1,2,3,4,5}

@data
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.190314,0.786433,0.794167,-0.060642,-0.133076,0
0.15498,0.336855,0.068476,0.021525,0.261718,0.06574,-0.534832,-0.945628,-0.840179,0.493441,0
0.241386,-0.126364,0.417003,0.096091,0.17234,-0.224934,0.106925,0.202444,0.469443,-0.159983,0
0.031541,-2.426761,0.37077,0.77977,0.17234,2.058932,0.408929,-0.804517,-0.029461,1.7438,0
0.179667,0.321153,0.242739,0.045844,0.17234,0.314889,-0.044076,-0.659814,-0.341275,0.443521,0
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.01731,0.333428,0.815854,0.469443,-0.078141,0
0.080916,0.014957,0.064919,0.346104,0.17234,0.771662,0.710932,0.641911,0.095265,0.408827,0
0.241386,-0.322644,0.310311,0.49055,0.261718,-0.10036,-2.724356,0.465522,-0.310094,-1.903504,0
0.438888,-0.047852,0.388552,0.873551,-1.078955,0.314889,-0.006326,0.727786,0.469443,0.406403,0
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.605563,0.673182,-0.951919,-0.528364,0.286973,0
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.851308,0.106925,0.214462,0.438262,1.747742,0
0.192011,-0.259834,0.402778,-0.06593,0.261718,-0.224934,0.257927,0.648396,0.157628,-0.225238,0
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.141884,0.484429,-1.018999,-0.715453,-0.275712,0
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.560634,0.144676,-1.22655,-0.559546,1.465049,0
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.515608,0.182426,0.090223,0.095265,-0.443616,0
-0.104241,-0.079257,0.011573,0.220903,0.261718,1.851308,-0.081827,-1.070702,-0.247731,1.890619,0
0.15498,-0.040001,0.363657,1.200934,0.261718,0.190314,0.220177,1.149644,0.219991,0.174511,0
0.043885,-0.157769,0.328093,0.552225,0.261718,0.605563,-0.34608,-0.151305,-0.185368,0.89947,0
-0.091897,-0.189174,0.345875,0.235912,0.261718,2.391131,0.673182,-1.804779,-1.027268,1.832393,0
0.204355,0.038511,0.036468,0.655644,0.17234,0.813187,0.182426,0.39852,0.251173,0.770625,0
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.14879,-0.119577,0.427099,0.18881,0.329648,0
0.241386,0.109171,-0.127126,0.380626,0.17234,-0.889332,0.031425,-0.686995,-0.528364,-0.685225,0
0.019197,-0.605286,0.502357,0.181368,0.17234,-0.183409,0.220177,0.352078,0.18881,-0.162804,0
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.266459,0.333428,0.594732,0.438262,-0.300558,0
0.377169,0.164129,0.139604,-0.241825,0.17234,-0.972381,0.55993,-1.429771,-0.621908,-1.046071,0
0.068573,0.148427,0.111153,0.179577,0.261718,-0.557133,0.295677,0.248089,-0.154186,-0.538044,0
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.432558,0.106925,-0.145694,-0.403638,-0.331744,0
0.130292,-0.275537,0.274747,-0.574878,0.261718,0.522513,0.635431,0.025395,0.001721,0.24472,0
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.190314,0.257927,-0.104825,0.064084,0.177175,0
0.019197,-0.605286,0.502357,0.181368,0.17234,1.685209,1.352689,-1.056743,-0.497183,0.815132,0
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.771662,2.560702,-2.929067,-2.368071,-0.503397,0
0.229043,-0.369751,0.484575,0.250174,0.261718,0.107265,0.408929,0.64263,0.469443,-0.005122,0
0.241386,-0.157769,0.338762,-1.203923,0.261718,-0.432558,0.52218,0.361436,-0.310094,-0.545156,0
0.204355,-0.275537,0.360101,-0.278884,0.261718,-0.847807,0.106925,0.465911,-0.029461,-0.684104,0
0.043885,0.187683,0.303198,-0.717056,-1.79398,0.397939,0.220177,0.75289,0.500624,0.374204,0
0.130292,-0.126364,0.271191,0.816262,0.261718,0.439463,0.333428,0.908194,-0.123005,0.327309,0
0.846235,0.014957,-0.052442,0.98795,0.261718,-1.38763,-2.384602,1.141198,-0.684271,-1.498789,0
0.944986,0.132725,0.136047,0.564936,0.17234,-0.349509,-3.06411,-0.901245,-1.401445,-1.787679,0
0.15498,0.140576,0.228514,0.766134,-1.257711,-0.058835,0.55993,0.806748,0.282354,-0.223598,0
0.09326,-0.055704,0.068476,0.305076,0.261718,1.768258,0.786433,-0.19231,-0.154186,1.217907,0
0.142636,0.486028,0.100483,-0.448543,0.17234,0.771662,0.220177,0.403354,0.219991,0.699982,0
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.349509,0.484429,0.328858,0.718895,-0.453501,0
0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-0.847807,0.144676,0.521497,0.126447,-0.716966,0
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.024215,-0.081827,0.651755,0.438262,0.18483,0
0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.024215,0.295677,0.814611,0.500624,-0.021964,0
0.204355,0.038511,0.036468,0.655644,0.17234,0.771662,1.012935,0.370523,0.40708,0.239114,0
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.847807,-0.119577,0.302219,0.095265,-0.593896,0
0.043885,-0.079257,0.061363,0.565085,0.261718,2.100457,0.257927,-0.470883,-0.247731,1.882217,0
0.204355,0.038511,0.036468,0.655644,0.17234,1.394535,0.710932,0.235683,0.064084,0.960927,0
0.080916,0.077766,0.050694,0.857319,-1.257711,0.231839,0.182426,0.52971,0.375899,0.246432,0
-3.498799,-0.236281,0.256965,-0.3018,-4.922215,-0.474083,0.861934,-0.390464,-0.559546,-0.741655,0
0.117948,0.171981,0.217845,1.738109,0.261718,1.43606,0.484429,0.25768,-0.154186,1.122442,0
0.216699,0.2976,0.249852,-0.041313,0.261718,-1.055431,-0.232828,1.097824,0.62535,-0.728515,0
0.130292,-0.275537,0.274747,-0.574878,0.261718,-0.889332,0.710932,-1.634332,-1.151994,-1.033715,0
0.648733,0.242641,-0.045329,-0.444157,0.261718,1.311485,0.673182,-0.456942,-0.247731,0.918963,0
0.117948,0.321153,-3.210528,0.642753,0.351096,1.892833,0.52218,0.257331,0.219991,1.505409,0
0.09326,-0.055704,0.068476,0.305076,0.261718,-0.058835,0.408929,0.273873,-0.091823,-0.157319,0
0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.480988,-0.270579,-0.171342,-0.029461,0.745092,0
0.068573,0.533135,0.488131,0.255665,-0.632064,0.979286,0.484429,-0.052015,-0.185368,0.721548,0
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.937762,-2.573354,-0.601956,0.157628,-1.097185,0
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.397939,0.786433,1.011503,0.843621,0.040614,0
-0.079554,-0.338346,0.40989,0.129748,0.17234,0.356414,1.201687,0.442069,1.24898,-0.206781,0
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.813187,-2.913108,-0.869442,-0.497183,-1.083141,0
-0.116585,0.069915,0.068476,-0.783147,0.261718,0.480988,0.484429,-0.307288,-0.278912,0.280259,0
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.356414,0.220177,0.52672,0.126447,0.32661,0
0.080916,-0.244132,0.45968,0.426726,0.261718,0.314889,-0.38383,-2.643506,-2.617523,0.63351,0
0.241386,-0.126364,0.417003,0.096091,0.17234,-2.135077,-2.346852,0.261253,-0.559546,-2.163618,0
-0.042522,-0.29909,0.182281,1.151314,0.261718,0.605563,0.371178,0.822242,0.40708,0.44915,0
0.006853,-0.055704,0.335206,1.778897,0.261718,0.231839,0.069175,0.710118,0.126447,0.30262,0
-3.498799,0.329004,0.139604,0.982191,-4.922215,-0.349509,0.144676,0.92691,-2.960519,-0.273808,0
-0.017834,-0.440412,0.267634,1.39515,0.261718,1.35301,-0.157328,0.968498,0.562987,1.498815,0
-0.00549,-0.283388,0.214288,-2.421913,0.17234,0.730137,0.710932,-1.097864,-0.403638,0.363547,0
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.183409,-0.006326,-0.339071,-0.528364,-0.049063,0
-3.498799,-0.440412,-3.210528,-0.364758,-4.922215,1.685209,0.446679,-1.157955,-1.245538,1.366438,0
0.241386,-0.322644,0.310311,0.49055,0.261718,0.480988,0.673182,0.763355,-0.154186,0.178911,0
0.117948,-0.291239,0.306755,0.255993,0.17234,0.14879,0.371178,0.294861,-0.185368,0.048113,0
0.229043,0.109171,-0.066668,0.073324,0.261718,2.308081,-2.762106,-1.742339,-0.840179,-0.047798,0
0.142636,0.470326,-2.958023,-0.379737,0.261718,-0.058835,0.220177,0.088941,0.157628,-0.057478,0
0.216699,-2.08916,0.424116,-0.457525,0.082961,0.564038,0.257927,0.823815,0.40708,0.487776,0
0.229043,0.242641,0.089814,0.12023,0.261718,-0.432558,0.408929,-0.466009,-0.715453,-0.494742,0
0.266074,-0.16562,0.32098,0.483299,0.17234,-1.636779,-2.837607,0.211977,-0.621908,-1.466446,0
-0.22768,0.289748,-0.006209,0.395814,0.261718,-0.01731,0.748682,0.05178,-0.43482,-0.29224,0
1.043737,-0.401156,0.473906,0.506215,0.261718,0.107265,0.295677,0.685033,-0.43482,0.057685,0
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.557133,-0.232828,-0.021959,0.251173,-0.252024,0
0.15498,-0.275537,0.417003,0.813815,0.261718,0.439463,-0.044076,0.463717,0.500624,0.552439,0
-0.091897,-0.189174,0.345875,0.235912,0.261718,0.480988,0.371178,0.4995,0.469443,0.341968,0
0.846235,0.014957,-0.052442,0.98795,0.261718,0.024215,0.635431,0.588364,-0.154186,-0.200259,0
0.15498,0.140576,0.228514,0.766134,-1.257711,0.688613,0.295677,0.478531,-0.029461,0.589027,0
0.290762,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.926619,0.18881,0.985062,0
0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.643684,0.220177,-1.489842,-0.808997,1.484216,0
0.846235,0.014957,-0.052442,0.98795,0.261718,0.107265,0.069175,0.624224,-0.123005,0.18008,0
-0.240024,-0.424709,0.089814,1.094532,0.261718,-0.01731,0.106925,1.397792,0.687713,0.046377,0
-0.00549,-0.283388,0.214288,-2.421913,0.17234,-0.681707,0.295677,-1.894576,-1.463808,-0.656244,0
0.229043,0.242641,0.089814,0.12023,0.261718,-0.681707,0.182426,0.491073,0.157628,-0.585927,0
0.229043,0.124874,0.182281,0.686496,0.261718,0.397939,0.597681,0.534971,-0.497183,0.148496,0
0.117948,0.321153,-3.210528,0.642753,0.351096,-0.640182,-2.875357,-0.430168,-0.497183,-1.564261,0
0.179667,-0.291239,0.228514,1.550427,0.17234,-0.889332,0.182426,-2.977955,-3.022882,-0.778749,0
-0.240024,-0.424709,0.089814,1.094532,0.261718,0.647088,-0.006326,0.189377,0.531806,0.717401,0
-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.339298,-6.008642,1.664035,-3.20997,-4.838157,0
0.290762,0.109171,-0.112901,0.221262,0.261718,0.979286,0.673182,-1.294775,-0.590727,0.606699,0
0.241386,0.23479,0.121822,1.037988,0.261718,1.020811,0.408929,-0.495909,-0.497183,0.813204,0
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.522513,-1.214339,-1.151082,-0.933723,1.43062,0
0.500607,-0.220579,-0.03466,0.497323,0.17234,1.726734,0.031425,-0.742543,-0.403638,1.659896,0
0.019197,-0.283388,0.214288,0.857677,0.261718,0.688613,-0.157328,-0.245547,0.064084,0.867922,0
0.130292,-0.024299,0.246296,0.121006,0.082961,0.107265,0.257927,-0.189476,-0.123005,0.08822,0
0.130292,-0.314793,0.417003,1.051058,0.082961,0.439463,0.220177,0.699827,0.375899,0.400605,0
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.183409,0.446679,0.812495,0.344717,-0.274193,0
0.500607,-0.220579,-0.03466,0.497323,0.17234,-0.391033,0.333428,0.454087,0.001721,-0.404135,0
-0.240024,-0.424709,0.089814,1.094532,0.261718,1.394535,0.220177,-0.172506,0.001721,1.247899,0
0.192011,0.509582,0.079145,1.072093,0.261718,1.103861,0.257927,0.470998,0.157628,0.971126,0
0.266074,0.580242,0.114709,-0.165469,0.261718,0.273364,0.55993,0.37693,-0.060642,0.061036,0
-0.215336,0.776522,0.502357,-1.289141,-0.721442,1.145386,0.106925,-0.617838,-0.060642,1.114522,0
-0.042522,-0.110662,0.40989,1.097277,0.261718,1.934358,0.52218,0.542854,0.18881,1.555294,0
-0.00549,0.305451,0.018686,-0.04009,0.261718,0.06574,0.144676,-0.088962,-0.621908,0.112053,0
0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.01731,0.144676,0.840492,-0.123005,0.034045,0
0.031541,0.007106,-0.315616,2.791392,-0.542686,0.314889,0.975185,0.885264,-2.866974,-0.113474,0
0.068573,-1.16272,-3.210528,-0.829367,0.261718,2.391131,0.52218,-0.643738,-0.154186,1.935645,0
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.314889,0.069175,1.039384,0.157628,0.363655,0
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.480988,-0.044076,0.019609,-0.684271,0.600033,0
-0.264711,-0.275537,0.107596,0.827362,0.261718,-0.141884,0.446679,0.809408,0.687713,-0.250722,0
-0.116585,0.203385,5.49199,1.852806,-1.436467,-0.307984,0.257927,0.811718,-0.590727,-0.299256,0
0.09326,-0.385453,0.352988,0.546705,0.261718,-0.391033,0.257927,0.71402,0.095265,-0.37859,0
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.356414,0.371178,0.867441,0.001721,0.236124,0
-0.104241,-0.055704,0.299642,0.391249,0.17234,-0.349509,0.484429,0.941278,0.40708,-0.445991,0
-0.202992,-0.338346,0.434785,-0.184417,0.082961,0.231839,-0.119577,-1.711546,-2.243345,0.403052,0
1.043737,-0.401156,0.473906,0.506215,0.261718,0.107265,0.144676,0.501907,-0.65309,0.150401,0
-3.498799,0.43107,0.466793,0.713201,-4.922215,-0.349509,0.597681,0.527651,-2.149801,-0.504278,0
1.019049,0.211237,-0.155578,-0.311855,0.261718,1.020811,0.824183,-0.649271,-0.746634,0.547448,0
0.229043,0.124874,0.182281,0.686496,0.261718,2.889429,0.748682,-1.313899,-0.777816,2.230284,0
-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.979286,0.106925,-0.109931,-0.65309,0.949342,0
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.972381,0.257927,-1.96385,-1.245538,-0.895551,0
-3.498799,0.486028,0.139604,-5.440122,-0.006417,-0.515608,0.710932,0.404771,-2.492797,-0.703573,0
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.141884,-0.006326,0.201376,0.001721,-0.004665,0
0.006853,0.164129,0.125378,0.58451,0.261718,0.231839,-0.006326,1.010785,0.718895,0.345971,0
0.068573,0.148427,0.111153,0.179577,0.261718,0.024215,0.55993,-1.379446,-1.245538,-0.162503,0
-0.22768,0.289748,-0.006209,0.395814,0.261718,1.43606,0.295677,0.373532,0.375899,1.243018,0
0.438888,-0.047852,0.388552,0.873551,-1.078955,-1.595254,1.012935,-1.76855,0.718895,-1.772417,0
0.09326,-0.102811,0.01513,-1.203774,0.082961,-0.391033,0.710932,-0.885576,0.157628,-0.598126,0
0.105604,-0.149918,0.438342,0.934659,0.261718,0.314889,0.144676,0.839153,0.313536,0.31728,0
-0.017834,0.132725,0.125378,1.357345,0.261718,1.768258,0.069175,-0.863501,-1.463808,1.7438,0
0.204355,0.038511,0.036468,0.655644,0.17234,0.564038,0.333428,0.970905,0.40708,0.43976,0
0.130292,-0.024299,0.246296,0.121006,0.082961,0.688613,-2.611104,-0.22986,0.032902,-1.103924,0
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.356414,0.371178,1.853588,0.594169,0.234919,0
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.723232,0.144676,0.180057,1.061891,-0.616403,0
0.994361,-0.008597,-0.148465,0.826884,0.261718,-0.01731,0.106925,1.043577,-0.154186,0.052609,0
0.327793,0.336855,-0.020434,1.086893,0.261718,-0.01731,0.295677,-0.111407,-0.684271,-0.059166,0
0.056229,-0.291239,0.239183,0.767954,0.17234,-0.224934,0.55993,0.051023,-0.684271,-0.379458,0
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.397939,0.371178,1.165739,0.126447,0.271712,0
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.107265,-0.006326,1.447632,0.812439,0.244828,0
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,2.100457,-0.270579,-0.315035,-0.029461,2.276215,0
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.024215,0.031425,-0.940211,-0.684271,0.131607,0
-0.079554,0.313302,0.139604,0.295528,0.261718,0.024215,-0.044076,0.584966,0.219991,0.172666,0
0.117948,0.171981,0.217845,1.738109,0.261718,-0.01731,-0.081827,1.460193,0.531806,0.152245,0
0.216699,-0.291239,0.349432,0.50711,0.261718,1.228436,0.52218,-0.274496,-0.123005,0.92258,0
0.043885,0.187683,0.303198,-0.717056,-1.79398,0.979286,0.257927,0.853365,0.531806,0.849454,0
-0.054866,0.313302,0.05425,0.218427,0.261718,-0.307984,0.55993,-0.62372,-1.027268,-0.444267,0
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.764757,-0.081827,-0.318084,-0.372457,-0.540599,0
-0.128929,0.022808,0.19295,0.837775,0.261718,0.854712,0.106925,0.057682,0.001721,0.840123,0
0.179667,-0.291239,0.228514,1.550427,0.17234,-0.058835,0.635431,2.104707,0.594169,-0.275327,0
0.130292,0.007106,0.239183,0.766194,0.261718,0.356414,0.069175,-0.680317,-1.307901,0.419652,0
0.006853,-0.668096,0.477462,1.62168,0.17234,2.64028,0.144676,-0.326102,-0.310094,2.486673,0
0.229043,-0.000745,0.171611,-0.002793,0.261718,0.522513,0.748682,-0.924873,-0.123005,0.169327,0
0.09326,0.10132,0.313868,0.756586,0.351096,0.439463,0.220177,1.086874,0.219991,0.396506,0
0.229043,-1.044953,0.349432,0.84243,0.261718,0.688613,0.220177,1.284891,0.375899,0.631641,0
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.14879,-0.006326,-0.076808,-0.310094,0.260319,0
0.15498,0.336855,0.068476,0.021525,0.261718,-0.391033,0.220177,0.076302,-0.154186,-0.355469,0
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.723232,0.031425,0.949646,0.313536,-0.555403,0
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,0.107265,0.144676,-0.126356,0.18881,0.172148,0
0.09326,0.148427,0.171611,0.970704,0.17234,-0.141884,0.408929,0.365106,-0.840179,-0.218872,0
0.019197,0.588093,0.260522,-1.348758,0.082961,-0.764757,-0.497081,-2.055995,-1.214356,-0.318665,0
0.130292,0.077766,0.299642,-0.693335,0.261718,-0.224934,0.597681,0.187533,0.313536,-0.39642,0
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.605563,0.106925,0.001494,0.562987,0.608845,0
0.229043,0.124874,0.182281,0.686496,0.261718,0.564038,0.673182,0.354719,-0.123005,0.250048,0
0.229043,0.572391,0.050694,-0.980138,-0.274551,-2.342701,0.295677,-1.155101,0.500624,-2.141039,0
0.451232,-0.267686,0.335206,-0.831336,0.261718,-0.307984,0.408929,1.146848,0.095265,-0.377952,0
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.231839,0.824183,0.730834,-0.154186,-0.119851,0
0.105604,0.10132,0.246296,0.08708,0.261718,0.688613,-0.195078,0.589063,0.500624,0.877361,0
0.15498,-0.189174,0.246296,-1.223587,0.082961,0.06574,-0.119577,0.815621,-0.559546,0.25833,0
0.290762,0.156278,0.136047,1.401386,0.082961,0.190314,0.408929,0.855112,0.438262,0.072934,0
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.307984,0.371178,0.168117,0.500624,-0.358652,0
0.327793,0.179832,0.157386,-0.508846,0.17234,-0.141884,0.144676,0.698041,0.594169,-0.092269,0
0.142636,0.486028,0.025799,0.545422,0.17234,-0.183409,0.106925,1.126947,0.251173,-0.107001,0
0.290762,-0.267686,0.324537,-0.396177,-1.078955,-0.640182,0.182426,-1.052995,-0.715453,-0.551787,0
0.019197,0.588093,0.260522,-1.348758,0.082961,0.107265,0.257927,-1.221541,-0.559546,0.076865,0
1.21655,0.156278,-0.013322,0.353593,0.17234,1.768258,0.597681,-0.451661,-0.933723,1.34164,0
0.179667,-0.291239,0.228514,1.550427,0.17234,-0.474083,0.295677,0.762792,-0.43482,-0.469727,0
0.303106,-0.134216,-0.002652,-0.624558,0.261718,1.685209,0.484429,-1.205814,-0.808997,1.365666,0
0.105604,0.203385,-0.023991,0.995678,0.261718,-0.432558,-0.081827,0.360174,-0.341275,-0.2249,0
0.167323,0.117022,0.047137,-0.174809,0.261718,0.397939,0.106925,-1.060703,-0.466001,0.426728,0
0.068573,0.533135,0.488131,0.255665,-0.632064,-1.180006,-2.384602,0.248633,-3.521785,-2.63554,0
-3.054421,-0.354049,0.264078,-1.957305,-1.078955,-2.467276,-5.933141,-1.036648,-2.430434,-4.199561,0
0.130292,0.007106,0.239183,0.766194,0.261718,-0.349509,-0.044076,-0.099563,-0.621908,-0.169278,0
0.056229,-0.016448,0.345875,-0.053786,0.17234,-1.013906,0.106925,0.314257,0.843621,-0.861543,0
0.056229,0.007106,0.406334,0.455401,0.261718,1.145386,0.635431,0.198852,-0.154186,0.790673,0
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,1.228436,-2.346852,-2.411958,-3.552967,0.778871,0
0.15498,-0.275537,0.417003,0.813815,0.261718,0.273364,0.069175,0.038461,-0.43482,0.341619,0
0.216699,0.321153,0.128935,0.491087,0.261718,1.186911,0.635431,0.478589,-0.091823,0.800269,0
0.216699,-0.291239,0.349432,0.50711,0.261718,0.107265,1.352689,0.214267,-0.060642,-0.486279,0
-3.498799,-0.22843,-3.210528,-0.316957,-4.922215,-0.10036,0.220177,-0.802944,-1.027268,-0.099093,0
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,-0.723232,-2.762106,-0.431528,-0.310094,-2.146512,0
0.117948,0.171981,0.217845,1.738109,0.261718,-0.10036,0.031425,1.634291,0.095265,0.029632,0
0.204355,-0.448263,0.349432,0.689659,0.261718,2.349606,-0.006326,-1.622488,-0.933723,2.283869,0
0.167323,0.117022,0.047137,-0.174809,0.261718,0.273364,-0.157328,0.5287,0.375899,0.46739,0
-0.042522,-0.29909,0.182281,1.151314,0.261718,0.439463,0.182426,0.456436,0.251173,0.418048,0
0.080916,0.014957,0.064919,0.346104,0.17234,0.937762,0.673182,0.264107,0.282354,0.574114,0
0.142636,0.164129,0.200063,-0.249732,0.261718,-0.515608,0.031425,0.364679,0.843621,-0.337856,0
-3.498799,0.376111,-3.210528,-0.007,-4.922215,-0.10036,0.824183,1.045888,-1.93153,-0.399302,0
0.130292,-0.463965,0.338762,0.26578,0.261718,0.979286,0.748682,-0.096786,0.032902,0.559937,0
0.105604,-0.09496,0.324537,0.557118,0.17234,0.439463,0.371178,0.374503,0.095265,0.308178,0
0.241386,-0.126364,0.417003,0.096091,0.17234,-0.058835,0.635431,0.393142,0.500624,-0.240342,0
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.10036,-0.232828,-0.598384,-0.497183,0.17093,0
0.179667,0.321153,0.242739,0.045844,0.17234,-0.10036,0.069175,-0.192077,0.064084,0.019409,0
-0.264711,-0.275537,0.384996,1.343918,0.261718,0.937762,0.333428,0.283037,0.18881,0.773844,0
0.167323,0.313302,0.168055,-0.383198,0.261718,0.480988,0.295677,0.131014,-0.185368,0.399363,0
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.266459,-0.195078,-0.11659,-0.840179,0.002858,0
-0.474557,0.446772,-3.210528,-0.716161,0.351096,3.844501,0.220177,-1.330189,-1.151994,3.476399,0
0.068573,-0.652394,0.395665,1.220985,0.261718,-0.640182,1.201687,0.744891,0.750076,-1.038175,0
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.231839,0.182426,-0.569959,0.251173,0.224889,0
0.031541,-0.118513,0.374326,-0.066706,0.261718,0.605563,0.55993,-0.258129,0.095265,0.344766,0
-0.474557,0.446772,-3.210528,-0.716161,0.351096,2.72333,1.692443,-1.912981,-1.588534,1.500599,0
0.117948,-0.008597,0.623275,-0.855684,0.17234,0.273364,0.786433,0.885982,-0.310094,-0.065133,0
0.105604,-0.251983,0.466793,0.287084,0.261718,0.06574,-0.081827,0.306258,-0.528364,0.226155,0
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.408929,0.031666,-0.278912,0.321053,0
0.117948,0.321153,-3.210528,0.642753,0.351096,1.726734,0.333428,0.618089,-0.123005,1.498948,0
-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.145386,0.106925,-1.203678,-1.276719,1.082648,0
0.229043,-1.044953,0.349432,0.84243,0.261718,1.602159,0.371178,0.912271,-0.185368,1.351803,0
0.056229,-0.730905,0.441898,0.183695,0.261718,2.972479,0.52218,-1.326869,-0.996086,2.458415,0
0.377169,0.164129,0.139604,-0.241825,0.17234,1.186911,0.597681,-1.582861,-0.996086,0.833287,0
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.107265,0.55993,-0.145383,-0.559546,-0.084542,0
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.771662,0.52218,-0.590773,0.095265,0.511693,0
0.09326,0.10132,0.313868,0.756586,0.351096,-0.141884,0.446679,0.467891,0.251173,-0.250722,0
-0.042522,0.10132,0.288973,0.722153,0.261718,-0.432558,-0.34608,1.367893,0.62535,-0.069449,0
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.446679,0.657405,0.62535,0.298799,0
0.019197,-0.087108,0.384996,0.794958,0.261718,0.107265,-0.006326,0.271834,0.500624,0.223816,0
0.229043,-0.369751,0.484575,0.250174,0.261718,0.397939,0.861934,0.914504,0.438262,-0.002989,0
0.327793,-2.426761,-2.324983,-1.744082,0.440474,1.103861,0.899684,0.500781,0.001721,0.582999,0
0.068573,-0.087108,0.470349,-0.099617,0.17234,-0.349509,0.635431,-0.381707,-0.091823,-0.521094,0
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-2.965574,-0.308329,0.561978,-1.869167,-2.492205,0
0.377169,0.164129,0.139604,-0.241825,0.17234,2.058932,0.55993,-1.806469,-1.089631,1.638727,0
0.229043,-0.354049,0.182281,0.210878,0.261718,0.314889,0.484429,-0.067489,-0.154186,0.134729,0
0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.30458,-2.913108,-2.309735,-1.214356,-2.481657,0
0.241386,0.109171,-0.127126,0.380626,0.17234,0.688613,0.333428,-0.022697,0.469443,0.546773,0
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.391033,0.220177,-0.079857,-0.060642,-0.352202,0
0.389513,0.376111,0.018686,-0.690978,0.082961,-0.183409,0.295677,0.304782,0.438262,-0.206154,0
0.846235,0.014957,-0.052442,0.98795,0.261718,0.273364,0.52218,0.828513,0.219991,0.073067,0
0.117948,-0.29909,0.473906,-0.204438,0.082961,0.231839,0.220177,-0.052889,-0.091823,0.210953,0
0.15498,0.140576,0.228514,0.766134,-1.257711,0.480988,0.484429,0.907961,0.126447,0.26836,0
-3.486455,0.242641,3.28702,-1.488788,-3.045274,-1.802878,0.295677,0.358582,-2.866974,-1.659147,0
-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.640182,0.55993,0.790148,-2.399252,-0.743162,0
